,empid,fname,lname,address,city,state,wphone,hphone,mphone,dob,ssn,degreeattained,degreeschool,schoolassignment,deviceassignment
1333,1333,Julie,Long,64893 Wilson Passage Forges,West Garyton,MD,+12025550191,+12025550105,+12025550105,1971-02-13,452-87-8330,bachelors,Andrea Beck University,49,55193
1334,1334,Douglas,Lopez,9667 Nicholas Road Springs,West Garyton,MD,+12025550137,+12025550188,+12025550105,1973-03-14,277-22-2586,bachelors,Nicholas Jones University,49,55194
1335,1335,Elizabeth,Reyes,84574 Miller Spur Ranch,West Garyton,MD,+12025550124,+12025550188,+12025550105,1978-08-12,569-91-2905,bachelors,Veronica Hill College,49,55195
1336,1336,Holly,Price,375 Jennifer Terrace Turnpike,West Garyton,MD,+12025550191,+12025550137,+12025550137,1978-08-12,167-05-5663,bachelors,Amanda Dyer University,50,55196
1337,1337,Michael,Wilcox,064 Terry Stream Loaf,West Garyton,MD,+12025550187,+12025550188,+12025550191,1983-08-18,473-44-5796,associates,Chad Garza Community College,50,55197
1338,1338,Veronica,Mccoy,0511 Kelli River Divide,West Garyton,MD,+12025550105,+12025550191,+12025550124,1985-04-25,801-37-2658,bachelors,Kristin Donovan College,50,55198
1339,1339,Gary,Shea,2083 Hunt Trace Crescent,West Garyton,MD,+12025550137,+12025550124,+12025550188,1974-12-31,836-88-9690,associates,Steven Brewer Community College,50,55199
1340,1340,Daniel,Walker,29991 Snow Wells Trace,West Garyton,MD,+12025550188,+12025550124,+12025550124,1994-04-19,226-40-5195,bachelors,Kevin Garcia University,51,55200
1341,1341,Tracey,Campbell,547 Monica Crest Viaduct,West Garyton,MD,+12025550191,+12025550188,+12025550105,1983-02-09,649-58-8512,associates,Christopher Thompson Community College,51,55201
1342,1342,Dan,Carpenter,77556 Bridget Inlet Expressway,West Garyton,MD,+12025550105,+12025550124,+12025550191,1985-02-23,685-96-8216,bachelors,Karen Phillips University,51,55202
1343,1343,Judith,Mccall,35874 David Summit Land,West Garyton,MD,+12025550188,+12025550191,+12025550187,1984-06-09,138-04-5211,bachelors,Katherine Lee University,51,55203
1344,1344,Debra,Mcdonald,1824 Mccoy Wall River,West Garyton,MD,+12025550187,+12025550124,+12025550124,1973-03-19,310-13-0378,associates,Ryan Hall Community College,52,55204
1345,1345,Breanna,Peck,78533 David Mill Knolls,West Garyton,MD,+12025550191,+12025550105,+12025550188,1986-12-22,671-79-7380,associates,Robert Turner Community College,52,55205
1346,1346,Adriana,Schwartz,93284 Williams Vista Brook,West Garyton,MD,+12025550187,+12025550191,+12025550137,1984-07-11,721-91-6738,bachelors,Brent Madden University,52,55206
1347,1347,Michael,Stewart,485 Stanley Court Road,West Garyton,MD,+12025550188,+12025550105,+12025550191,1984-07-11,396-62-1809,associates,Charles Orozco Community College,52,55207
1348,1348,Denise,Silva,9750 Kara Inlet Burgs,West Garyton,MD,+12025550187,+12025550137,+12025550124,1988-07-11,092-17-8772,bachelors,Benjamin Stokes University,53,55208
1349,1349,Lucas,Jones,1787 Michael Burg Plain,West Garyton,MD,+12025550187,+12025550188,+12025550105,1988-07-11,575-70-7684,bachelors,Matthew Conway College,53,55209
1350,1350,Frank,Wright,75328 Autumn Gardens Mills,West Garyton,MD,+12025550105,+12025550124,+12025550124,1988-07-11,120-70-5780,associates,Daniel Rodriguez Community College,53,55210
1351,1351,Jacob,Baldwin,8181 Allen Shoals Lake,West Garyton,MD,+12025550124,+12025550137,+12025550105,1988-07-11,260-65-5211,associates,Susan Bennett Community College,53,55211
1352,1352,Jason,Callahan,584 Stephanie Mission Flats,West Garyton,MD,+12025550191,+12025550188,+12025550124,1988-07-11,047-27-3461,bachelors,Cheryl Marshall University,54,55212
1353,1353,Katrina,Lopez,548 Spencer Flats Pine,West Garyton,MD,+12025550105,+12025550191,+12025550137,1992-01-07,668-62-3911,bachelors,Gerald Bailey University,54,55213
1354,1354,Patricia,Myers,276 Jones Track Trail,West Garyton,MD,+12025550187,+12025550188,+12025550137,1994-09-22,873-96-0200,bachelors,Donna Trujillo University,54,55214
1355,1355,Laura,Alvarez,19825 King Inlet Mill,West Garyton,MD,+12025550105,+12025550191,+12025550188,1989-01-16,708-62-2311,bachelors,Brandon Franklin University,54,55215
1356,1356,Maria,Knight,377 Ward Mount Villages,West Garyton,MD,+12025550137,+12025550188,+12025550105,1985-05-19,278-68-1298,associates,Holly Wilson Community College,55,55216
1357,1357,Joseph,Dougherty,04454 Christopher Plains Row,West Garyton,MD,+12025550105,+12025550124,+12025550188,1976-10-08,833-47-9552,bachelors,Susan Scott University,55,55217
1358,1358,Jason,Morris,26156 Mary Summit Lodge,West Garyton,MD,+12025550191,+12025550105,+12025550124,1983-09-21,888-34-2271,bachelors,Thomas Richmond University,55,55218
1359,1359,Ryan,Randall,7339 Parker Brook Islands,West Garyton,MD,+12025550188,+12025550124,+12025550187,1973-12-12,277-69-0951,associates,Daniel Cook Community College,55,55219
1360,1360,Stephanie,Prince,94198 Evans Stravenue Points,West Garyton,MD,+12025550105,+12025550137,+12025550187,1994-04-10,684-16-0690,bachelors,Taylor Bartlett College,56,55220
1361,1361,Jorge,Velez,307 Short Shoal Hollow,West Garyton,MD,+12025550105,+12025550137,+12025550188,1988-12-26,611-49-4903,associates,James Quinn Community College,56,55221
1362,1362,Patricia,Morales,2413 Davenport Square Trafficway,West Garyton,MD,+12025550188,+12025550124,+12025550137,1988-12-26,871-23-9656,associates,James Conley Community College,56,55222
1363,1363,Patrick,Odom,84607 Evan Corner Corners,West Garyton,MD,+12025550105,+12025550187,+12025550124,1987-04-25,604-16-9167,associates,Luis Davis Community College,56,55223
1364,1364,Ricky,Cortez,428 Jones Row Village,West Garyton,MD,+12025550188,+12025550124,+12025550191,1975-12-01,767-13-3085,associates,Shirley Davis Community College,57,55224
1365,1365,Charles,Moore,12336 Travis Roads Loop,West Garyton,MD,+12025550187,+12025550188,+12025550188,1985-11-09,541-38-6839,associates,Michael Weber Community College,57,55225
1366,1366,Jamie,Ortiz,43461 Frank Shores Ways,West Garyton,MD,+12025550188,+12025550187,+12025550191,1985-07-18,027-71-1375,associates,Loretta Watkins Community College,57,55226
1367,1367,James,Torres,099 Mcclain Lights Club,West Garyton,MD,+12025550191,+12025550105,+12025550105,1985-07-18,749-09-7742,bachelors,Gail Malone University,57,55227
1368,1368,Jeremy,Fowler,944 Richards Crossroad Locks,West Garyton,MD,+12025550191,+12025550188,+12025550124,1978-01-17,090-92-9436,bachelors,Cathy Dominguez College,58,55228
1369,1369,Briana,Rogers,3871 Mark Dam Viaduct,West Garyton,MD,+12025550105,+12025550187,+12025550187,1978-01-17,485-61-3064,associates,Monica Reynolds Community College,58,55229
1370,1370,Kelly,Fitzgerald,12229 Krista Stream Skyway,West Garyton,MD,+12025550191,+12025550137,+12025550187,1985-10-18,654-94-6869,bachelors,Brad Khan University,58,55230
1371,1371,Shannon,Ward,510 Sarah Cliff Lodge,West Garyton,MD,+12025550124,+12025550191,+12025550105,1978-06-03,884-09-2625,bachelors,Amy Martin University,58,55231
1372,1372,Jeffrey,Rollins,1301 Green Circles Valley,West Garyton,MD,+12025550124,+12025550137,+12025550137,1976-08-17,339-18-3964,associates,Jordan Gutierrez Community College,59,55232
1373,1373,Randy,Trevino,58881 Wallace Orchard Inlet,West Garyton,MD,+12025550191,+12025550105,+12025550188,1973-12-29,349-07-5690,associates,Joseph Martin Community College,59,55233
1374,1374,Chad,Webster,5154 Alexis Key Islands,West Garyton,MD,+12025550191,+12025550188,+12025550124,1973-12-29,784-05-2612,bachelors,Kelly Alexander College,59,55234
1375,1375,Tim,Freeman,083 Tyler Path Mission,West Garyton,MD,+12025550124,+12025550137,+12025550187,1971-01-01,757-10-6262,bachelors,Donald Turner University,59,55235
1376,1376,Melissa,Flowers,104 Smith Brook Prairie,West Garyton,MD,+12025550191,+12025550187,+12025550105,1991-05-21,210-96-9131,bachelors,Joseph Hines College,60,55236
1377,1377,Suzanne,Bowman,09094 Michael Bypass Stravenue,West Garyton,MD,+12025550191,+12025550188,+12025550188,1985-02-05,121-33-8201,associates,Kari Hines Community College,60,55237
1378,1378,Andrea,Mora,07543 Jones Inlet Haven,West Garyton,MD,+12025550105,+12025550137,+12025550124,1979-10-20,390-46-6675,associates,Anita Guerrero Community College,60,55238
1379,1379,Daisy,Long,5342 Boone Well Ports,West Garyton,MD,+12025550105,+12025550191,+12025550124,1991-12-07,297-84-0111,associates,Oscar Anderson Community College,60,55239
1380,1380,Nancy,Morales,1743 Spencer Pine Fork,West Garyton,MD,+12025550137,+12025550187,+12025550187,1976-03-23,756-08-7086,associates,Veronica Rhodes Community College,61,55240
1381,1381,Jessica,Aguilar,3154 Brian Oval Mountains,West Garyton,MD,+12025550137,+12025550124,+12025550187,1976-03-23,223-14-1303,associates,Ronald Weber Community College,61,55241
1382,1382,Jonathan,Davis,95520 Justin Port Course,West Garyton,MD,+12025550188,+12025550137,+12025550187,1976-03-23,484-60-7038,associates,Martin Anderson Community College,61,55242
1383,1383,Megan,Bates,1772 Julia Glen Ridges,West Garyton,MD,+12025550137,+12025550187,+12025550105,1976-01-17,256-36-6421,associates,Christopher Raymond Community College,61,55243
1384,1384,Harold,Shepherd,8517 Gary Creek Common,West Garyton,MD,+12025550191,+12025550187,+12025550187,1988-09-10,138-91-6663,associates,Anna Gardner Community College,62,55244
1385,1385,Shannon,Neal,1053 White Station Ranch,West Garyton,MD,+12025550105,+12025550187,+12025550124,1992-04-02,374-64-9839,associates,Elizabeth Braun Community College,62,55245
1386,1386,Adrian,Ballard,0095 Brianna Highway Path,West Garyton,MD,+12025550187,+12025550105,+12025550137,1992-04-02,761-85-7533,bachelors,Joshua Lowe College,62,55246
1387,1387,Amanda,Hale,5533 Tucker Manors Place,West Garyton,MD,+12025550124,+12025550191,+12025550188,1986-09-28,880-15-0902,bachelors,Kerry Middleton University,62,55247
1388,1388,Jonathan,Taylor,993 Lisa Harbor Mountains,West Garyton,MD,+12025550137,+12025550124,+12025550105,1981-02-16,026-89-9684,associates,John Morgan Community College,63,55248
1389,1389,Michael,Macias,1173 Willis Hills Mountains,West Garyton,MD,+12025550188,+12025550191,+12025550105,1986-05-10,778-16-3040,associates,Christian Thompson Community College,63,55249
1390,1390,Sherri,Phillips,9152 Warner Springs Ridges,West Garyton,MD,+12025550124,+12025550191,+12025550137,1976-12-06,075-23-9736,associates,Sara Gray Community College,63,55250
1391,1391,Sara,Hall,666 Green Path Burgs,West Garyton,MD,+12025550191,+12025550188,+12025550187,1988-02-28,477-91-5830,bachelors,Robert Bell College,63,55251
1392,1392,Melissa,Chan,58660 Trevor Ridges Alley,West Garyton,MD,+12025550188,+12025550187,+12025550137,1984-07-10,581-12-1833,associates,Michael Banks Community College,64,55252
1393,1393,Troy,Phelps,7989 Ramirez Manor Plaza,West Garyton,MD,+12025550191,+12025550105,+12025550188,1983-01-09,017-93-1082,associates,James Holt Community College,64,55253
1394,1394,Jeanette,Kennedy,68429 Stone Row Way,West Garyton,MD,+12025550105,+12025550124,+12025550191,1983-01-09,271-52-1115,associates,Alexander Hunter Community College,64,55254
1395,1395,Charles,Mccarty,92407 Hart Shore Club,West Garyton,MD,+12025550187,+12025550137,+12025550191,1983-01-09,078-85-0274,bachelors,Susan Moore College,64,55255
1396,1396,Courtney,Molina,26296 Nicholas Islands Prairie,West Garyton,MD,+12025550105,+12025550191,+12025550191,1973-12-15,494-32-3160,bachelors,Joseph Smith College,65,55256
1397,1397,Zachary,Miller,137 Luis Corner Way,West Garyton,MD,+12025550124,+12025550105,+12025550105,1976-02-22,811-99-4350,associates,Jason Harris Community College,65,55257
1398,1398,Diana,Williams,6955 Williams Loaf Avenue,West Garyton,MD,+12025550124,+12025550137,+12025550187,1977-02-15,648-04-4847,associates,Chelsea Reyes Community College,65,55258
1399,1399,Casey,Smith,8598 Travis Fork Squares,West Garyton,MD,+12025550191,+12025550137,+12025550187,1974-01-31,131-76-7515,bachelors,Jeffrey Figueroa College,65,55259
1400,1400,Jacqueline,Liu,850 Woodward Square Light,West Garyton,MD,+12025550187,+12025550124,+12025550124,1974-01-31,709-01-1456,bachelors,James Webster University,66,55260
1401,1401,Jeffrey,Lee,87810 Green Walks Villages,West Garyton,MD,+12025550105,+12025550191,+12025550188,1987-10-14,079-03-4181,bachelors,Leah Chapman University,66,55261
1402,1402,Sean,Mendoza,41803 Rachel Estates Isle,West Garyton,MD,+12025550187,+12025550105,+12025550105,1976-07-19,813-89-4393,associates,Eugene Taylor Community College,66,55262
1403,1403,Vanessa,Baker,209 Shannon Mountain Wells,West Garyton,MD,+12025550191,+12025550105,+12025550105,1984-11-29,459-51-6584,associates,Scott Jackson Community College,66,55263
1404,1404,Barry,Thomas,3064 Laura Hills Underpass,West Garyton,MD,+12025550191,+12025550187,+12025550137,1973-12-12,500-08-5466,bachelors,Gregory Lang College,67,55264
1405,1405,Paula,Sanchez,18125 Cooper Rest Causeway,West Garyton,MD,+12025550188,+12025550105,+12025550137,1988-06-28,564-82-9006,bachelors,Curtis Grant University,67,55265
1406,1406,Jeffery,Jimenez,0943 Amy Run Rest,West Garyton,MD,+12025550187,+12025550105,+12025550137,1972-06-12,003-29-3953,associates,Tonya Campbell Community College,67,55266
1407,1407,Travis,Schwartz,4844 Hodges Freeway Burg,West Garyton,MD,+12025550137,+12025550187,+12025550191,1989-04-29,847-89-0871,associates,Emily Mayo Community College,67,55267
1408,1408,Danny,Taylor,605 Aaron Hollow Springs,West Garyton,MD,+12025550105,+12025550137,+12025550188,1978-05-03,854-61-4324,associates,Cathy Summers Community College,68,55268
1409,1409,Bill,Morgan,164 Douglas Club Lock,West Garyton,MD,+12025550105,+12025550188,+12025550187,1982-07-22,516-05-2395,bachelors,Russell Stewart University,68,55269
1410,1410,Frances,Lopez,74500 William Garden Square,West Garyton,MD,+12025550187,+12025550137,+12025550188,1982-07-22,041-98-6029,bachelors,Erin Brown College,68,55270
1411,1411,David,Graham,543 Phillips Parkway Turnpike,West Garyton,MD,+12025550124,+12025550137,+12025550188,1982-07-22,124-50-1414,associates,Robert Haynes Community College,68,55271
1412,1412,Philip,Jimenez,618 Murphy Walks Well,West Garyton,MD,+12025550187,+12025550188,+12025550191,1982-07-22,362-31-4404,bachelors,Isabel Wise College,69,55272
1413,1413,Jennifer,Harris,1490 Philip Corner Terrace,West Garyton,MD,+12025550124,+12025550191,+12025550188,1994-01-13,173-61-7252,bachelors,Jessica King University,69,55273
1414,1414,Rick,Archer,307 Johnson Shore Road,West Garyton,MD,+12025550124,+12025550105,+12025550188,1990-11-19,718-66-5464,bachelors,Christine Austin DVM University,69,55274
1415,1415,Tracy,Green,3603 Katherine View Tunnel,West Garyton,MD,+12025550188,+12025550187,+12025550124,1990-11-19,275-53-7815,associates,Tina Johnson Community College,69,55275
1416,1416,Jeffery,Cummings,1849 Chang Burg Spur,West Garyton,MD,+12025550137,+12025550187,+12025550105,1990-11-19,663-72-4962,bachelors,Christina York College,70,55276
1417,1417,James,Adams,4721 Smith Turnpike Corner,West Garyton,MD,+12025550124,+12025550191,+12025550188,1987-10-27,129-70-7565,associates,Diane Martin Community College,70,55277
1418,1418,Julie,Kirk,438 Kim Alley Village,West Garyton,MD,+12025550105,+12025550188,+12025550187,1985-10-04,227-25-2948,bachelors,Curtis Weber University,70,55278
1419,1419,Susan,Case,62735 Bailey Ports Views,West Garyton,MD,+12025550105,+12025550137,+12025550188,1994-03-21,502-32-3957,associates,Rebecca Castillo Community College,70,55279
1420,1420,Alexander,Mitchell,881 Tammy Forks Club,West Garyton,MD,+12025550105,+12025550188,+12025550124,1978-04-07,022-69-0501,bachelors,Allen Hall College,71,55280
1421,1421,Leah,Walters,333 Joseph Junctions Square,West Garyton,MD,+12025550124,+12025550188,+12025550105,1972-09-01,314-35-6459,associates,Pamela Robinson Community College,71,55281
1422,1422,Michelle,Golden,218 Hall Flats Neck,West Garyton,MD,+12025550137,+12025550191,+12025550191,1972-09-01,699-67-5936,associates,Kathryn Valentine Community College,71,55282
1423,1423,Theresa,Freeman,33739 Connor Mountain Estate,West Garyton,MD,+12025550187,+12025550191,+12025550188,1972-09-01,615-95-8368,associates,Timothy Murray Community College,71,55283
1424,1424,Thomas,Day,9727 Larry Mission Inlet,West Garyton,MD,+12025550105,+12025550187,+12025550188,1978-03-04,555-46-7550,bachelors,Jacob White University,72,55284
1425,1425,Susan,Clark,7518 Gardner Spring Road,West Garyton,MD,+12025550105,+12025550137,+12025550188,1990-02-27,489-80-5048,associates,Timothy Lopez Community College,72,55285
1426,1426,Emily,Gross,033 Hardy Drive Valley,West Garyton,MD,+12025550137,+12025550187,+12025550188,1981-07-18,782-89-0208,associates,Patrick Davila Community College,72,55286
1427,1427,Samuel,Carter,277 Tran Forges Isle,West Garyton,MD,+12025550187,+12025550124,+12025550105,1991-01-05,377-06-1700,bachelors,Phillip Johnson University,72,55287
1428,1428,Alex,Diaz,7225 Scott Mountain Courts,West Garyton,MD,+12025550187,+12025550191,+12025550105,1986-08-22,510-70-7619,associates,Austin Goodwin Community College,73,55288
1429,1429,Brian,Beard,52393 Bradley Ridges Mission,West Garyton,MD,+12025550137,+12025550124,+12025550187,1988-03-25,191-79-9136,associates,Nathaniel Figueroa Community College,73,55289
1430,1430,Teresa,Wheeler,456 Singh Land Valley,West Garyton,MD,+12025550137,+12025550187,+12025550191,1983-11-30,824-63-7547,bachelors,Phillip Wheeler College,73,55290
1431,1431,Steven,Smith,8069 Smith Prairie Road,West Garyton,MD,+12025550124,+12025550187,+12025550188,1981-01-02,137-58-4115,bachelors,Parker Torres College,73,55291
1432,1432,Emily,Campbell,69832 Leslie Union Trail,West Garyton,MD,+12025550137,+12025550191,+12025550105,1994-07-02,092-46-3384,associates,Thomas West Community College,74,55292
1433,1433,Audrey,Stevenson,1435 Stacy Stream Hill,West Garyton,MD,+12025550191,+12025550137,+12025550137,1975-02-12,209-93-8575,bachelors,Anthony Mckinney College,74,55293
1434,1434,Melissa,Cole,2483 Dean Mount Plains,West Garyton,MD,+12025550188,+12025550187,+12025550105,1987-10-30,096-83-0310,bachelors,Kimberly Meza University,74,55294
1435,1435,John,Ray,12030 Nicholas Canyon Heights,West Garyton,MD,+12025550137,+12025550187,+12025550191,1973-08-06,398-56-9005,bachelors,Kendra Cruz University,74,55295
1436,1436,Michelle,Scott,998 Derek Landing Forge,West Garyton,MD,+12025550191,+12025550188,+12025550105,1986-05-21,528-18-8971,associates,Donna Bass Community College,75,55296
1437,1437,Jennifer,Holland,013 Jody Hill Hill,West Garyton,MD,+12025550124,+12025550187,+12025550137,1986-05-21,560-52-4267,bachelors,Jason Grant University,75,55297
1438,1438,Jason,Estes,8772 Miranda Lodge Pine,West Garyton,MD,+12025550137,+12025550188,+12025550187,1975-11-26,549-73-3959,associates,James Anderson Community College,75,55298
1439,1439,Janet,Irwin,337 Anderson Mill Run,West Garyton,MD,+12025550124,+12025550105,+12025550105,1976-04-10,643-03-5124,bachelors,Kimberly Smith College,75,55299
1440,1440,Jill,Hopkins,1749 John Forest Route,West Garyton,MD,+12025550137,+12025550187,+12025550188,1993-07-08,789-80-8843,bachelors,Bradley Medina University,76,55300
1441,1441,Mark,Lopez,697 Sue Valley Mission,West Garyton,MD,+12025550191,+12025550105,+12025550105,1993-07-08,172-79-7042,associates,Kristin Lee Community College,76,55301
1442,1442,Marc,Preston,67423 Rogers Inlet Gateway,West Garyton,MD,+12025550124,+12025550191,+12025550187,1988-12-30,014-61-7369,associates,Eric James Community College,76,55302
1443,1443,Steven,Richardson,749 Margaret Garden Neck,West Garyton,MD,+12025550137,+12025550105,+12025550187,1979-07-01,593-42-7474,associates,Daniel Hamilton Community College,76,55303
1444,1444,Vanessa,Young,244 April Skyway Extension,West Garyton,MD,+12025550105,+12025550187,+12025550124,1979-07-01,086-23-6625,associates,Rebecca Wilson Community College,77,55304
1445,1445,Sean,Frye,26676 Jessica Pass Crossing,West Garyton,MD,+12025550187,+12025550137,+12025550137,1979-07-01,231-57-7789,bachelors,Tracey Lara University,77,55305
1446,1446,Jaclyn,Stone,9687 Pena Forest Pass,West Garyton,MD,+12025550124,+12025550187,+12025550187,1984-09-17,517-10-5790,bachelors,Jason Stevenson University,77,55306
1447,1447,Alan,Thompson,89035 Ashley Crest Ranch,West Garyton,MD,+12025550187,+12025550191,+12025550191,1991-06-01,225-52-0330,bachelors,Christopher Davis College,77,55307
1448,1448,Allison,Hall,0376 Johnson Spring Knolls,West Garyton,MD,+12025550187,+12025550188,+12025550137,1979-03-02,514-07-4512,bachelors,Joanne Kelly University,78,55308
1449,1449,James,Anderson,58832 Shannon Drive Vista,West Garyton,MD,+12025550191,+12025550187,+12025550187,1979-03-02,557-12-1950,associates,Jennifer Mann Community College,78,55309
1450,1450,Brandy,Dodson,73240 Peterson Stream Crossing,West Garyton,MD,+12025550187,+12025550105,+12025550124,1993-02-23,582-83-9722,bachelors,Scott Smith MD University,78,55310
1451,1451,Jennifer,Nelson,735 Rios Fields Light,West Garyton,MD,+12025550188,+12025550124,+12025550191,1992-01-05,620-22-5838,bachelors,Kimberly Wolf College,78,55311
1452,1452,Adam,Reeves,538 Beard Locks Turnpike,West Garyton,MD,+12025550105,+12025550191,+12025550137,1979-06-30,465-13-9712,associates,Nathan Vaughan Community College,79,55312
1453,1453,Jennifer,Love,65998 Davis Corner Freeway,West Garyton,MD,+12025550188,+12025550187,+12025550191,1972-12-27,517-72-5312,bachelors,Susan Russell College,79,55313
1454,1454,Beth,Melendez,877 Stephens Inlet Walk,West Garyton,MD,+12025550137,+12025550188,+12025550124,1972-09-24,797-35-9812,associates,David Cortez Community College,79,55314
1455,1455,Robert,Ortiz,26087 Vincent Freeway Circle,West Garyton,MD,+12025550124,+12025550187,+12025550191,1978-07-10,329-14-4758,bachelors,Ian Baker College,79,55315
1456,1456,Willie,Norris,652 Munoz Inlet Mission,West Garyton,MD,+12025550137,+12025550187,+12025550105,1975-12-23,431-28-9637,bachelors,Christian Keller University,80,55316
1457,1457,Cory,Morrow,8945 Ryan Inlet Field,West Garyton,MD,+12025550188,+12025550191,+12025550137,1975-12-23,039-31-5151,associates,Andrew Mendez Community College,80,55317
1458,1458,Paul,Flowers,2669 Isabel Ville Circle,West Garyton,MD,+12025550105,+12025550124,+12025550137,1975-12-23,016-29-9727,associates,Dr. Christopher Brown Community College,80,55318
1459,1459,Jonathan,Durham,509 Douglas Valley Estates,West Garyton,MD,+12025550188,+12025550187,+12025550105,1975-01-23,632-91-4798,associates,John Villa Community College,80,55319
1460,1460,Patricia,Weaver,688 Thompson Center Square,West Garyton,MD,+12025550124,+12025550187,+12025550191,1979-05-08,673-54-8334,associates,Timothy Rocha Community College,81,55320
1461,1461,Pamela,Foley,90813 Lozano Courts Heights,West Garyton,MD,+12025550187,+12025550105,+12025550124,1979-05-08,075-43-6767,bachelors,Lauren Austin College,81,55321
1462,1462,Joshua,Dougherty,0290 Lisa Ways Mews,West Garyton,MD,+12025550124,+12025550191,+12025550137,1978-03-16,410-28-4595,bachelors,Brandi Stein University,81,55322
1463,1463,Kayla,Moore,0826 Miller Land Station,West Garyton,MD,+12025550105,+12025550187,+12025550187,1979-09-03,404-77-4472,associates,Phyllis Morgan Community College,81,55323
1464,1464,Karen,Knight,575 Gutierrez Manors Locks,West Garyton,MD,+12025550105,+12025550187,+12025550187,1975-05-16,859-50-7438,associates,Darius Evans Community College,82,55324
1465,1465,Jeff,Thomas,787 Willis Circles Rapids,West Garyton,MD,+12025550191,+12025550124,+12025550188,1975-05-16,487-27-3502,associates,Keith Lyons Community College,82,55325
1466,1466,Nathan,Mcmillan,899 Townsend Streets Prairie,West Garyton,MD,+12025550137,+12025550105,+12025550188,1990-01-22,286-27-0711,associates,Jeffery Beck Community College,82,55326
1467,1467,Michael,Hoffman,70900 Ernest Grove Land,West Garyton,MD,+12025550187,+12025550105,+12025550137,1987-02-03,453-42-3691,bachelors,Carolyn Cooper University,82,55327
1468,1468,Donna,Pineda,5636 Jenna Center Views,West Garyton,MD,+12025550187,+12025550105,+12025550137,1978-06-30,264-96-2972,associates,Tiffany Davis Community College,83,55328
1469,1469,Andrew,Wright,801 Andrew Forest Knoll,West Garyton,MD,+12025550124,+12025550137,+12025550105,1978-09-22,118-25-1192,bachelors,Mr. Michael Sanders College,83,55329
1470,1470,Kim,Peterson,59587 Jones Harbors Ridge,West Garyton,MD,+12025550191,+12025550187,+12025550137,1980-12-26,604-93-2054,bachelors,Karen Walker College,83,55330
1471,1471,Seth,Foster,24112 Jamie Stravenue Isle,West Garyton,MD,+12025550105,+12025550137,+12025550188,1980-12-26,278-77-5968,bachelors,Daniel Lewis University,83,55331
1472,1472,Joshua,Walker,5973 Andrew Shoal Terrace,West Garyton,MD,+12025550191,+12025550137,+12025550105,1975-05-06,247-40-7765,associates,Omar Garcia Community College,84,55332
1473,1473,Shannon,Perkins,9458 Hector Extensions Parkway,West Garyton,MD,+12025550137,+12025550124,+12025550124,1988-07-04,052-35-1687,bachelors,Ricardo Gardner College,84,55333
1474,1474,Melanie,Castillo,0463 Robert Village Springs,West Garyton,MD,+12025550191,+12025550124,+12025550105,1983-09-13,009-08-4481,associates,Mrs. Michelle Wright Community College,84,55334
1475,1475,Christina,Green,9538 Cameron Haven Tunnel,West Garyton,MD,+12025550191,+12025550137,+12025550124,1986-01-17,831-23-2180,associates,Tyler Waller Community College,84,55335
1476,1476,Brett,Reed,855 Melissa Junction Underpass,West Garyton,MD,+12025550137,+12025550191,+12025550124,1970-09-21,340-28-2562,associates,Michelle Bell Community College,85,55336
1477,1477,Michael,Brady,52573 Andrew Port Meadows,West Garyton,MD,+12025550124,+12025550191,+12025550188,1971-03-07,473-41-4508,bachelors,Scott Wang College,85,55337
1478,1478,Daniel,Hoffman,2603 Arnold Lake Squares,West Garyton,MD,+12025550124,+12025550188,+12025550137,1990-03-24,695-55-4143,associates,Sara Buckley Community College,85,55338
1479,1479,Gregory,Burns,71817 James Loaf Club,West Garyton,MD,+12025550137,+12025550124,+12025550187,1973-07-22,421-10-0309,associates,Jennifer Allen Community College,85,55339
1480,1480,Rita,Cantrell,686 Thomas Tunnel Curve,West Garyton,MD,+12025550137,+12025550191,+12025550105,1973-07-22,851-37-3408,bachelors,Mr. Robert Chandler Jr. University,86,55340
1481,1481,Brian,Mcdonald,0938 Katherine Mount Fall,West Garyton,MD,+12025550187,+12025550105,+12025550105,1977-11-29,436-59-1310,bachelors,Andrew Williams University,86,55341
1482,1482,Emily,Raymond,3638 Wagner Way Lane,West Garyton,MD,+12025550188,+12025550191,+12025550187,1975-05-13,554-16-1775,bachelors,Charles Parker University,86,55342
1483,1483,Jasmine,Collins,391 Ford Mountain Freeway,West Garyton,MD,+12025550191,+12025550187,+12025550188,1979-07-25,485-54-9620,bachelors,Larry Harrison College,86,55343
1484,1484,Steven,Robinson,4071 Justin Land Stravenue,West Garyton,MD,+12025550191,+12025550187,+12025550187,1986-06-18,399-81-9462,bachelors,Jonathan Scott University,87,55344
1485,1485,Taylor,Duke,55520 Bishop Gardens Trace,West Garyton,MD,+12025550191,+12025550124,+12025550187,1992-11-24,131-13-6733,associates,Yolanda Long Community College,87,55345
1486,1486,Susan,Higgins,4055 Roger Village Loaf,West Garyton,MD,+12025550105,+12025550137,+12025550188,1992-11-24,178-31-1602,bachelors,Chelsea Smith University,87,55346
1487,1487,Krystal,Sharp,94988 Peter Coves Burg,West Garyton,MD,+12025550191,+12025550105,+12025550124,1975-11-22,396-99-6311,associates,Lonnie Smith Community College,87,55347
1488,1488,Brooke,Long,9907 Sharon Squares Glen,West Garyton,MD,+12025550191,+12025550137,+12025550124,1975-11-22,133-39-3121,bachelors,Norma Wright University,88,55348
