,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
313397,313397,Kara,Hernandez,769 Emily Throughway Rest,West Garyton,MD,+12025550187,2003-09-08,087-40-3685,11,113,e32272
313398,313398,Rebecca,White,618 Amy Junctions Light,West Garyton,MD,+12025550187,2004-04-17,819-40-1982,11,54,e84323
313399,313399,Scott,Munoz,0384 Ayala Dale Throughway,West Garyton,MD,+12025550105,2010-05-11,028-61-2952,4,5,7549e0
313400,313400,Philip,Hudson,95501 Edward Place Villages,West Garyton,MD,+12025550191,2005-12-23,237-84-6344,9,53,57498a
313401,313401,Thomas,Cabrera,8396 Hughes Avenue Spurs,West Garyton,MD,+12025550137,2005-05-26,609-13-8127,9,100,6351b1
313402,313402,Luis,Chandler,7317 Bowman Wall Parkways,West Garyton,MD,+12025550188,2006-02-24,224-44-7887,9,49,c22016
313403,313403,Evelyn,Davies,33750 Jennifer Estate Station,West Garyton,MD,+12025550137,2011-08-18,809-31-3178,3,12,f7ca3f
313404,313404,Elizabeth,Smith,87516 Cole Overpass Dale,West Garyton,MD,+12025550124,2013-04-02,875-50-1255,2,11,c28c3f
313405,313405,David,Jordan,445 Acosta Street Oval,West Garyton,MD,+12025550187,2009-07-21,284-20-7092,5,4,02f72b
313406,313406,Bernard,Jones,3772 Mark Ferry Meadows,West Garyton,MD,+12025550105,2004-12-07,047-51-7013,10,86,5e954c
313407,313407,Pamela,Bishop,8965 Stephenson Viaduct Island,West Garyton,MD,+12025550187,2006-07-02,648-84-6882,8,3,f96da1
313408,313408,Erik,Parker,72501 Victor Inlet Heights,West Garyton,MD,+12025550105,2004-03-08,873-86-4455,11,96,34512f
313409,313409,Amanda,Moore,63912 Andrews Common Divide,West Garyton,MD,+12025550137,2008-06-07,717-94-6880,6,14,9e1c42
313410,313410,Daniel,Gross,44312 Anthony Stravenue Ways,West Garyton,MD,+12025550137,2003-05-22,154-12-9871,11,68,26dd7e
313411,313411,Jessica,Davis,548 Fisher Gateway Tunnel,West Garyton,MD,+12025550124,2003-04-01,757-14-0612,12,83,b2041d
313412,313412,Jared,Mack,33745 Roberts Passage Knoll,West Garyton,MD,+12025550188,2009-04-17,660-29-0917,6,1,919a4a
313413,313413,Donna,Rowe,52677 Gary Bypass Road,West Garyton,MD,+12025550191,2012-06-17,272-28-8219,2,9,5eaf12
313414,313414,Michelle,Zuniga,206 Johnny Extensions Port,West Garyton,MD,+12025550187,2003-02-04,436-26-6674,12,52,8f345b
313415,313415,Ricky,Riley,71832 Miguel Islands Burgs,West Garyton,MD,+12025550191,2005-01-23,052-42-8318,10,93,e3fb19
313416,313416,David,Curtis,59527 Allison Extension Forks,West Garyton,MD,+12025550191,2013-06-12,730-53-2861,1,2,350afc
313417,313417,Dana,Johnson,01866 Amber Estate Hills,West Garyton,MD,+12025550137,2011-11-09,649-81-9177,3,2,601396
313418,313418,Cathy,Lee,4556 Dawn Ville Squares,West Garyton,MD,+12025550188,2005-07-07,881-63-8563,9,107,6b886f
313419,313419,James,Richards,8843 Lynn Village Brooks,West Garyton,MD,+12025550124,2003-08-16,369-22-0711,11,54,3e244e
313420,313420,Spencer,Barron,192 Cameron Harbors Greens,West Garyton,MD,+12025550137,2002-10-24,133-79-6023,12,68,03c568
313421,313421,Kelsey,Jones,822 Fernando Drives Spur,West Garyton,MD,+12025550105,2006-06-17,429-89-1310,8,1,0d6028
313422,313422,James,Vang,6460 Ernest Points Path,West Garyton,MD,+12025550187,2014-03-24,451-50-3971,1,0,4794c9
313423,313423,Connie,Goodman,373 Stevens Loaf Point,West Garyton,MD,+12025550137,2011-03-08,511-86-2882,4,13,8e7e8c
313424,313424,Rachael,Osborne,9041 Courtney Crest Brook,West Garyton,MD,+12025550191,2006-07-10,190-60-3684,8,3,b6abd1
313425,313425,Emily,Bates,979 Jackson Crest Trail,West Garyton,MD,+12025550187,2012-12-05,282-50-6704,2,6,29c0d5
313426,313426,Elizabeth,Thomas,70604 Sanchez Fords Ways,West Garyton,MD,+12025550191,2008-03-20,091-72-0148,7,3,bd0c55
313427,313427,Jared,Fletcher,93966 Benjamin Pines Stream,West Garyton,MD,+12025550188,2013-02-14,263-04-1785,2,7,821c30
313428,313428,Jon,Sanchez,4282 Patrick Springs Valley,West Garyton,MD,+12025550105,2011-01-07,142-79-2389,4,7,77b867
313429,313429,Michelle,Stuart,840 Hernandez Island Valley,West Garyton,MD,+12025550187,2013-12-30,014-75-4962,1,13,5ee213
313430,313430,Jackson,Burnett,321 Carla Curve Cliffs,West Garyton,MD,+12025550188,2014-01-25,302-17-4745,1,12,24341f
313431,313431,Robert,Smith,0142 Alexandra Club Plaza,West Garyton,MD,+12025550188,2008-01-01,069-26-2143,7,12,3f544a
313432,313432,Gerald,Huber,423 Palmer Villages Trafficway,West Garyton,MD,+12025550188,2012-09-02,225-88-6119,2,10,2aefbd
313433,313433,Benjamin,Simmons,497 Amy Expressway Drive,West Garyton,MD,+12025550105,2011-05-27,282-71-4276,3,12,b71eda
313434,313434,Kimberly,Johnson,43481 Jones Heights Ferry,West Garyton,MD,+12025550191,2006-05-08,252-84-3277,8,15,88369a
313435,313435,Sandra,Sims,20015 Robin Mission Lock,West Garyton,MD,+12025550105,2010-10-04,679-97-8478,4,15,8a077d
313436,313436,Jennifer,Adams,702 Moore Roads Springs,West Garyton,MD,+12025550137,2007-01-13,285-32-8624,8,10,3d92b4
313437,313437,Albert,Contreras,39241 Guzman Burg Island,West Garyton,MD,+12025550187,2004-01-21,874-38-5048,11,102,5d868e
313438,313438,Joshua,Moore,45342 Rebecca Run Ramp,West Garyton,MD,+12025550105,2011-09-29,861-73-7725,3,9,03d456
313439,313439,Mia,Wiley,45638 Torres Street Knolls,West Garyton,MD,+12025550191,2004-02-01,347-36-0365,11,98,e75f1a
313440,313440,Carly,Austin,395 William Station Shoal,West Garyton,MD,+12025550137,2005-02-14,592-83-9622,10,49,9c870d
313441,313441,Shawn,Harrison,2534 Jamie Rest Flats,West Garyton,MD,+12025550191,2013-07-24,330-34-7385,1,1,594294
313442,313442,Corey,Thomas,402 Jamie Bridge Corner,West Garyton,MD,+12025550188,2007-04-13,264-78-1621,8,14,fb5a07
313443,313443,Robert,Rodriguez,47472 Kelly Junctions Cove,West Garyton,MD,+12025550105,2003-02-25,518-76-7232,12,75,d0a608
313444,313444,Kimberly,Pope,433 Smith Well Cliff,West Garyton,MD,+12025550187,2012-03-04,075-75-9699,3,8,005540
313445,313445,Cindy,Howard,1293 Higgins Avenue Harbors,West Garyton,MD,+12025550137,2007-10-07,759-49-3738,7,1,fba38a
313446,313446,Kevin,Nunez,3010 Christopher Vista Mill,West Garyton,MD,+12025550105,2010-05-10,599-36-0585,4,4,6fd429
313447,313447,Tammy,Montes,31165 Colleen Loaf Walk,West Garyton,MD,+12025550191,2012-05-22,593-83-9300,2,1,cf013a
313448,313448,Nathaniel,Reid,186 Reed View Shore,West Garyton,MD,+12025550188,2008-11-20,210-73-3631,6,7,0c5ac7
313449,313449,Jerome,Williams,29816 Fernandez Crossroad Mills,West Garyton,MD,+12025550137,2008-05-20,819-29-9687,6,0,b3bc83
313450,313450,Jane,Navarro,295 Cook Coves Camp,West Garyton,MD,+12025550188,2013-05-08,185-07-3181,1,12,ba5468
313451,313451,Diane,Davis,2382 Roberts Flat Neck,West Garyton,MD,+12025550191,2011-08-17,866-04-3948,3,11,b3fd55
313452,313452,Amy,Thomas,6452 Garcia Flats Trace,West Garyton,MD,+12025550105,2008-02-13,049-80-1504,7,0,5e9474
313453,313453,Leroy,Pope,40552 Banks Pine Crossing,West Garyton,MD,+12025550191,2012-01-14,505-09-7064,3,12,700751
313454,313454,Jennifer,Brennan,478 King Centers Mountain,West Garyton,MD,+12025550137,2006-04-23,758-91-2766,9,83,2dcf69
313455,313455,Scott,Cooper,68135 Carney Gardens Terrace,West Garyton,MD,+12025550191,2008-11-12,488-13-0790,6,11,311f71
313456,313456,Ryan,Hernandez,36258 Scott River Underpass,West Garyton,MD,+12025550191,2003-01-08,562-25-9292,12,82,06454b
313457,313457,James,Beasley,2517 Hannah Turnpike Forges,West Garyton,MD,+12025550191,2013-11-17,279-15-0739,1,10,d81fcd
313458,313458,Rachel,Baker,757 Mary Island Trail,West Garyton,MD,+12025550137,2006-07-30,072-97-5202,8,3,e5d32c
313459,313459,Alexander,Burch,91366 Wayne Village Hollow,West Garyton,MD,+12025550191,2003-02-07,627-91-9851,12,84,f457fc
313460,313460,Charles,Fleming,5993 Small Prairie Roads,West Garyton,MD,+12025550188,2006-02-03,046-99-5112,9,84,6df971
313461,313461,Lori,Davis,1034 Alexis Glen Stravenue,West Garyton,MD,+12025550188,2002-11-13,611-23-2926,12,102,349fad
313462,313462,Brenda,Orr,186 Savage Loaf Crest,West Garyton,MD,+12025550124,2007-11-20,309-43-2741,7,14,eef261
313463,313463,Justin,Rios,5876 John Stravenue Plains,West Garyton,MD,+12025550188,2011-02-16,560-06-5709,4,11,473fee
313464,313464,Ryan,Ali,191 Kennedy Harbor Inlet,West Garyton,MD,+12025550124,2006-11-10,517-58-5632,8,8,eba860
313465,313465,Dennis,Harris,1853 Cruz Tunnel Lodge,West Garyton,MD,+12025550187,2012-02-17,569-56-2098,3,14,fb91f3
313466,313466,Christopher,Fisher,057 Bates Views Route,West Garyton,MD,+12025550105,2014-01-01,611-42-4252,1,15,3c86ca
313467,313467,James,Murray,941 Willis Walk Hill,West Garyton,MD,+12025550124,2007-02-09,595-30-0459,8,9,273d12
313468,313468,Nicole,Espinoza,98000 Alvarez Branch Walk,West Garyton,MD,+12025550191,2012-12-20,780-89-8975,2,12,0e1804
313469,313469,Jeffrey,Sanchez,69085 Brown Divide Vista,West Garyton,MD,+12025550188,2004-11-23,087-05-4386,10,88,6335dd
313470,313470,Jamie,Bowen,2937 John Crossing Run,West Garyton,MD,+12025550105,2013-02-21,143-79-5644,2,2,310730
313471,313471,Christine,Mitchell,111 Arnold Springs Mission,West Garyton,MD,+12025550105,2005-06-14,047-24-3893,9,82,f2792e
313472,313472,Daniel,Hart,40820 Omar Port Lakes,West Garyton,MD,+12025550137,2004-10-14,526-60-1308,10,107,43f3e7
313473,313473,Beverly,Brown,3219 Joseph Key Station,West Garyton,MD,+12025550124,2012-01-10,653-49-5564,3,6,eaf813
313474,313474,Bryan,Cabrera,66749 Audrey Light Islands,West Garyton,MD,+12025550124,2010-10-17,789-75-4528,4,8,48e5b3
313475,313475,Chad,Wallace,461 Valdez Villages Club,West Garyton,MD,+12025550105,2013-05-07,132-03-7019,1,2,f7ff1c
313476,313476,Paul,Long,6490 Christina Cove Corner,West Garyton,MD,+12025550187,2013-07-03,436-88-6241,1,1,03291d
313477,313477,Zachary,Jones,4712 Corey Tunnel Valleys,West Garyton,MD,+12025550105,2011-12-28,700-86-3540,3,6,ab35da
313478,313478,Karla,Stanley,1049 Steven Ports Motorway,West Garyton,MD,+12025550137,2007-07-25,749-89-2039,7,4,684aa1
313479,313479,Jeffrey,Butler,9834 Susan Trafficway Groves,West Garyton,MD,+12025550137,2007-04-03,037-64-4286,8,12,f16bf3
313480,313480,Cynthia,Chapman,22140 Jeremy Place Prairie,West Garyton,MD,+12025550105,2012-08-28,784-41-9545,2,10,7323dc
313481,313481,Glenda,Dunn,73058 Brandon Brook Orchard,West Garyton,MD,+12025550124,2004-11-11,236-27-3545,10,97,6437a9
313482,313482,Amanda,Smith,39173 Reed Fort Shoal,West Garyton,MD,+12025550188,2011-11-23,320-94-7164,3,7,ff8802
313483,313483,Johnny,Perez,889 Lang Estates Fields,West Garyton,MD,+12025550187,2011-03-30,113-11-2209,4,6,c6be4d
313484,313484,Dillon,Watson,12809 Wilson Fords Fort,West Garyton,MD,+12025550191,2004-09-13,537-92-3341,10,49,08d4f8
313485,313485,Benjamin,Jackson,691 Joseph Canyon Flats,West Garyton,MD,+12025550187,2003-05-07,216-14-9035,11,86,241429
313486,313486,Veronica,Scott,848 Albert Court Fork,West Garyton,MD,+12025550137,2014-04-03,064-76-6199,1,7,8e3769
313487,313487,Audrey,Long,4597 Contreras Ranch Points,West Garyton,MD,+12025550187,2014-04-25,549-41-0806,1,9,7b8c3c
313488,313488,Kelly,Jackson,05773 Hall Valleys Station,West Garyton,MD,+12025550137,2005-02-26,041-01-2354,10,90,4e7aac
313489,313489,Brian,Reed,614 Kelly Avenue Dale,West Garyton,MD,+12025550187,2006-09-16,807-61-8764,8,10,5ca1d6
313490,313490,Joseph,Fernandez,2587 Bruce Turnpike Forge,West Garyton,MD,+12025550191,2006-04-23,093-95-9433,9,76,2b72fd
313491,313491,Rodney,Powers,9273 John Turnpike Brooks,West Garyton,MD,+12025550124,2012-10-31,790-04-7162,2,10,f2c105
313492,313492,Latoya,Rojas,88750 Deleon Mountain Valley,West Garyton,MD,+12025550124,2005-03-05,846-20-7642,10,70,3c5674
313493,313493,Patrick,Moore,8899 Davis Radial Mount,West Garyton,MD,+12025550124,2005-04-05,424-12-9646,10,81,c2c7f7
313494,313494,Gerald,Harmon,48878 Wright Street Estate,West Garyton,MD,+12025550105,2010-02-12,846-96-1055,5,1,1ddb56
313495,313495,Jerry,Livingston,218 Crane Heights River,West Garyton,MD,+12025550188,2003-08-04,879-91-0505,11,80,5b8066
313496,313496,John,Martin,977 Wong Gardens Hills,West Garyton,MD,+12025550105,2004-11-19,388-84-4240,10,57,81824a
313497,313497,Victoria,Keith,58276 Shawn Walks Ferry,West Garyton,MD,+12025550191,2004-03-04,798-67-9897,11,51,3d9376
313498,313498,Kimberly,Craig,93896 Chen Village Centers,West Garyton,MD,+12025550188,2011-10-25,806-05-7614,3,12,38ef1a
313499,313499,Amy,Davis,7971 Robert Alley Fork,West Garyton,MD,+12025550105,2008-08-25,260-90-8771,6,1,694b1a
313500,313500,Lisa,Lee,2473 Wilson Course Cove,West Garyton,MD,+12025550188,2013-09-03,877-15-7138,1,3,335a15
313501,313501,Patricia,Jones,934 Stein Parks Throughway,West Garyton,MD,+12025550191,2009-04-14,622-68-6210,6,2,d1a447
313502,313502,Charles,Moss,159 Taylor Mills Trail,West Garyton,MD,+12025550188,2003-09-08,472-75-1123,11,101,0ade97
313503,313503,Eric,Butler,399 King Stream Mills,West Garyton,MD,+12025550188,2012-09-08,465-71-5391,2,3,de9c32
313504,313504,Samantha,White,781 Kelley River Springs,West Garyton,MD,+12025550188,2010-05-09,478-50-9948,4,2,36440a
313505,313505,Timothy,Bridges,3760 Shannon Forges Run,West Garyton,MD,+12025550187,2013-12-11,674-54-7769,1,13,d8afc7
313506,313506,Darrell,Lynn,7837 Aimee Curve Ville,West Garyton,MD,+12025550191,2012-04-01,213-56-6350,3,12,ecd345
313507,313507,Toni,Greer,32593 Lowery Path Station,West Garyton,MD,+12025550188,2009-09-14,313-51-9832,5,0,8493da
313508,313508,Nathan,Keller,071 Carter Isle Green,West Garyton,MD,+12025550137,2013-10-18,553-98-8276,1,1,2117ea
313509,313509,Crystal,Walter,4448 Anderson Pine Stream,West Garyton,MD,+12025550124,2006-02-11,848-57-7702,9,98,a7b557
313510,313510,Nancy,Lawrence,9526 Pennington Harbors Camp,West Garyton,MD,+12025550124,2009-05-19,547-24-7222,5,4,9f6bfb
313511,313511,Brittany,Clark,8928 Randolph Oval Creek,West Garyton,MD,+12025550124,2008-03-14,396-23-8441,7,0,4e8304
313512,313512,Tony,Robinson,013 Harris Cove Walks,West Garyton,MD,+12025550137,2007-08-23,189-69-6179,7,5,fb7ddf
313513,313513,Nicole,Hill,15211 Raymond Mountains Forges,West Garyton,MD,+12025550137,2007-12-17,440-81-0042,7,3,6d9b3d
313514,313514,Barbara,Ho,659 Mosley Mountains Club,West Garyton,MD,+12025550188,2012-08-05,729-53-8599,2,8,23c99f
313515,313515,David,Collier,842 Hendricks Prairie Parkway,West Garyton,MD,+12025550105,2008-06-19,729-29-8317,6,6,c7eac2
313516,313516,Susan,Long,0801 Clarke Estates Wall,West Garyton,MD,+12025550105,2007-06-21,805-63-0263,7,4,19820c
313517,313517,Joseph,Lee,7292 Webb Mount Station,West Garyton,MD,+12025550124,2003-01-29,744-01-8441,12,98,2143f9
313518,313518,Kayla,Moody,86262 Alexandra Street Turnpike,West Garyton,MD,+12025550124,2007-05-21,751-48-1757,7,0,03c9a6
313519,313519,Peter,Myers,496 Victoria Mission Underpass,West Garyton,MD,+12025550188,2005-02-28,527-41-0576,10,112,6d846c
313520,313520,Samantha,Jordan,95249 Madison Key Parks,West Garyton,MD,+12025550188,2010-11-20,071-95-4304,4,11,51c295
313521,313521,Michael,Valencia,6049 Judy Hills Ford,West Garyton,MD,+12025550188,2005-06-22,040-14-8966,9,113,61409c
313522,313522,Jaime,Roman,183 Underwood Roads Springs,West Garyton,MD,+12025550191,2007-11-28,004-01-4275,7,6,db4749
313523,313523,Kristine,Horn,3127 Jimenez Springs Roads,West Garyton,MD,+12025550188,2013-09-10,279-78-2562,1,9,843612
313524,313524,Nancy,Estes,9751 Willis Squares Trace,West Garyton,MD,+12025550191,2003-08-05,692-36-2473,11,52,ca2114
313525,313525,James,Foster,216 Thompson Wall Road,West Garyton,MD,+12025550188,2003-11-19,381-05-5067,11,111,468b3c
313526,313526,Christopher,Espinoza,966 Mills Branch Motorway,West Garyton,MD,+12025550124,2005-07-31,874-98-0888,9,111,234ca2
313527,313527,Johnny,King,79232 Tina Squares Underpass,West Garyton,MD,+12025550188,2013-05-12,194-18-3660,1,14,3960b3
313528,313528,Mary,Walters,8116 Sheila Junction Stravenue,West Garyton,MD,+12025550191,2005-12-28,537-06-7983,9,83,8b2c50
313529,313529,Kristy,Davis,980 Goodwin Estate Pine,West Garyton,MD,+12025550105,2007-01-10,773-29-6158,8,0,c354f6
313530,313530,Timothy,Ortiz,89298 Andrea Tunnel Canyon,West Garyton,MD,+12025550187,2004-01-23,730-28-3853,11,98,e83769
313531,313531,Steven,Johnson,35101 English Vista Stravenue,West Garyton,MD,+12025550188,2006-06-08,048-46-5622,8,9,e0ee69
313532,313532,Andrew,Meyers,91517 Wright Court Glens,West Garyton,MD,+12025550137,2002-06-22,509-73-6558,12,99,12004f
313533,313533,Kaylee,Harding,4644 Sharon Parks Throughway,West Garyton,MD,+12025550188,2011-06-20,335-40-0192,3,5,707bc7
313534,313534,Melissa,Munoz,041 Travis Vista Path,West Garyton,MD,+12025550124,2012-01-24,046-72-9891,3,1,378ab3
313535,313535,Brian,Martinez,50833 Beasley Ferry Drive,West Garyton,MD,+12025550191,2012-09-01,760-10-1962,2,8,1534a4
313536,313536,Laura,Macias,1169 Andrew Shores Village,West Garyton,MD,+12025550191,2014-01-28,373-11-9108,1,1,ce37b8
313537,313537,Patrick,Estes,62958 Nathan Way Unions,West Garyton,MD,+12025550188,2009-10-06,759-22-6034,5,3,ddb92e
313538,313538,Scott,Jordan,2177 Simmons Underpass Mills,West Garyton,MD,+12025550191,2006-08-21,400-18-0024,8,1,387541
313539,313539,Joshua,Powell,261 May Wells Landing,West Garyton,MD,+12025550105,2011-08-24,005-56-6450,3,14,1fb0ab
313540,313540,Justin,Singleton,32975 Powers Field Rue,West Garyton,MD,+12025550124,2005-11-25,397-04-4107,9,58,f6ff16
313541,313541,Andrew,Pierce,3479 Charles Springs Views,West Garyton,MD,+12025550124,2003-06-10,816-65-1293,11,112,7a249f
313542,313542,Bradley,Ali,757 Nicole Light Field,West Garyton,MD,+12025550187,2011-07-15,776-44-3101,3,8,5a1caa
313543,313543,Edward,Wright,108 Rodriguez Cliff Field,West Garyton,MD,+12025550187,2013-09-12,582-39-2527,1,8,069086
313544,313544,Victor,Grant,971 Jones River Stravenue,West Garyton,MD,+12025550191,2006-05-01,270-53-2603,8,2,56363f
313545,313545,Joseph,Russell,6007 Jennifer Court Manor,West Garyton,MD,+12025550137,2010-11-09,232-06-4429,4,5,886ef8
313546,313546,Stephanie,Bruce,85020 Mcintosh Dale Run,West Garyton,MD,+12025550137,2011-12-06,713-28-2743,3,10,05079a
313547,313547,Charles,Solomon,0159 Lewis Cliff Manor,West Garyton,MD,+12025550137,2006-02-26,321-76-3931,9,111,2ef4d1
313548,313548,David,Alexander,2196 Davis Lodge Pines,West Garyton,MD,+12025550124,2002-10-03,213-08-2766,12,60,a643b8
313549,313549,Frank,Ellis,6792 Lara Street Plains,West Garyton,MD,+12025550191,2009-09-09,010-34-5593,5,3,32c246
313550,313550,Larry,Thomas,05913 Scott Isle Keys,West Garyton,MD,+12025550188,2006-12-11,658-14-4071,8,11,4f7bc1
313551,313551,Anthony,Owen,2935 Jennifer Island Fort,West Garyton,MD,+12025550188,2008-01-09,392-82-9145,7,3,e7e20f
313552,313552,Jonathon,Jones,058 Melton River Grove,West Garyton,MD,+12025550137,2012-05-24,835-92-3541,2,2,b0d313
313553,313553,Wayne,Phillips,87857 Miller Parkway Causeway,West Garyton,MD,+12025550137,2008-12-27,524-19-1577,6,8,ff96c3
313554,313554,Marie,Johnson,009 Nancy Ferry Center,West Garyton,MD,+12025550187,2013-07-18,247-16-9612,1,11,ade3a9
313555,313555,Jason,Barrett,47435 Anderson Courts Crossroad,West Garyton,MD,+12025550124,2012-04-15,226-84-7013,3,11,a88822
313556,313556,Rebecca,Morales,2958 Fernandez Park Underpass,West Garyton,MD,+12025550187,2008-01-28,578-39-1020,7,7,de35f9
313557,313557,Ashley,Sullivan,557 Owen Crest Well,West Garyton,MD,+12025550124,2002-10-11,143-38-0144,12,107,b6e800
313558,313558,Kaitlyn,Hernandez,491 Stephens Road Mountain,West Garyton,MD,+12025550188,2008-04-29,093-27-7994,7,1,599e7d
313559,313559,Connie,Sullivan,8416 Theresa Underpass Views,West Garyton,MD,+12025550191,2004-06-21,325-06-2957,10,85,904e55
313560,313560,Felicia,Charles,3278 Mercado Glen Falls,West Garyton,MD,+12025550137,2006-04-20,683-42-7064,9,71,7beff8
313561,313561,Tamara,Leonard,307 Shelton Lodge Street,West Garyton,MD,+12025550191,2002-12-01,249-54-9758,12,60,6ca4b0
313562,313562,Nicholas,Brown,1176 Mccoy Ville Corner,West Garyton,MD,+12025550187,2005-12-30,422-76-9132,9,48,6073e6
313563,313563,Joseph,Shepherd,2905 Schmidt Dale Vista,West Garyton,MD,+12025550124,2006-04-10,233-84-0153,9,108,d026ba
313564,313564,Betty,Moore,051 Brenda Rest Views,West Garyton,MD,+12025550137,2006-08-22,554-95-3448,8,8,801342
313565,313565,Julie,Chang,0912 Benson Cove Fields,West Garyton,MD,+12025550191,2006-05-14,665-84-0871,8,1,a4fd41
313566,313566,Stephen,Garcia,3264 Lam Turnpike Junctions,West Garyton,MD,+12025550105,2003-09-06,284-50-8778,11,112,40bdbb
313567,313567,Kenneth,Hendrix,45686 Christopher Center Tunnel,West Garyton,MD,+12025550191,2003-03-17,340-57-0756,12,56,b2111a
313568,313568,John,Alexander,52569 Kaiser Court Mission,West Garyton,MD,+12025550191,2005-08-22,369-43-9752,9,112,8fce60
313569,313569,Jamie,Bailey,8406 Hurley Lights Tunnel,West Garyton,MD,+12025550105,2005-07-25,654-95-0978,9,82,23fd26
313570,313570,Sydney,Dorsey,84871 Walker Rue Crossing,West Garyton,MD,+12025550137,2004-08-08,139-17-4400,10,101,4bd95c
313571,313571,Thomas,Reed,154 Parker Lake Estates,West Garyton,MD,+12025550137,2012-06-18,475-31-0823,2,13,f00dfb
313572,313572,Jason,Richardson,18866 Kimberly Forks Fort,West Garyton,MD,+12025550137,2008-05-23,695-71-6068,6,11,190422
313573,313573,Lindsey,Mcgee,2859 Knight Route Unions,West Garyton,MD,+12025550191,2013-01-21,461-86-6921,2,14,848d28
313574,313574,Dorothy,Beasley,35452 Whitehead Wall Haven,West Garyton,MD,+12025550187,2004-10-28,451-37-0368,10,104,781d4e
313575,313575,Jerry,Nicholson,187 Avery Stream Summit,West Garyton,MD,+12025550105,2011-10-20,735-34-8097,3,6,195269
313576,313576,Christopher,Pollard,776 Barnes Green Mountain,West Garyton,MD,+12025550187,2004-06-19,397-53-3081,10,79,ab92ab
313577,313577,Stacey,Porter,6216 Nicholson Pike Locks,West Garyton,MD,+12025550137,2014-02-12,764-94-5683,1,6,86eaa5
313578,313578,Michael,Holland,4524 Smith Mews Lights,West Garyton,MD,+12025550191,2009-11-02,106-97-2204,5,2,85b1c5
313579,313579,Chad,Jensen,309 Christopher Tunnel Points,West Garyton,MD,+12025550187,2006-04-03,851-39-2829,9,84,248e51
313580,313580,Stephanie,Chan,44712 Wendy Point Highway,West Garyton,MD,+12025550105,2009-02-03,679-96-5285,6,3,1ec45f
313581,313581,Ryan,Duncan,645 Wilson Drive Trafficway,West Garyton,MD,+12025550137,2013-09-20,479-62-7193,1,7,99b5ca
313582,313582,Kerri,Raymond,560 Herrera Underpass Station,West Garyton,MD,+12025550187,2012-11-08,778-25-2135,2,15,05a8b2
313583,313583,Lynn,Shaw,94123 Natasha Way Ridge,West Garyton,MD,+12025550187,2006-12-27,836-81-5390,8,15,6b2e9a
313584,313584,Randy,Lindsey,494 Meyers Drives Walk,West Garyton,MD,+12025550137,2013-06-09,075-81-5046,1,8,107aa6
313585,313585,David,Barnett,93129 Larry View Roads,West Garyton,MD,+12025550188,2012-10-14,317-03-7518,2,4,6424ae
313586,313586,Kathleen,Suarez,8755 Adam Haven Lake,West Garyton,MD,+12025550105,2002-12-18,181-97-9446,12,83,bb10b8
313587,313587,Jeffrey,Serrano,7843 Brian Overpass Spur,West Garyton,MD,+12025550187,2010-10-20,028-48-8680,4,7,67400c
313588,313588,Sharon,Brown,13386 Emily Harbors Street,West Garyton,MD,+12025550137,2009-07-08,606-39-6985,5,13,34c4f4
313589,313589,Chelsea,Patrick,785 Ochoa Cape Vista,West Garyton,MD,+12025550124,2007-08-27,279-13-4978,7,8,b7e1b0
313590,313590,Emily,Hughes,6545 Alex Crossing Circle,West Garyton,MD,+12025550137,2006-01-28,524-12-7701,9,53,ecbc35
313591,313591,Scott,Smith,90825 Moore Cape Heights,West Garyton,MD,+12025550137,2010-02-23,894-11-1478,5,5,26a404
313592,313592,Brenda,Drake,98073 Barry Radial Bridge,West Garyton,MD,+12025550137,2012-12-26,656-68-7306,2,7,04c3b8
313593,313593,Hannah,Morris,32358 Willis Roads Pine,West Garyton,MD,+12025550124,2007-09-27,012-32-3622,7,15,355782
313594,313594,Mark,Johnson,859 Kevin Stravenue Run,West Garyton,MD,+12025550188,2011-06-22,843-54-9440,3,10,368261
313595,313595,Gina,Burke,646 Evans Roads Ridge,West Garyton,MD,+12025550188,2006-04-22,497-81-3490,9,76,c8480d
313596,313596,Stephen,Rodriguez,59950 Bennett Mountains Pine,West Garyton,MD,+12025550188,2002-07-03,442-25-3610,12,79,ef797f
313597,313597,Rebecca,Sullivan,6743 Stanton Squares Spurs,West Garyton,MD,+12025550191,2003-07-30,280-29-0721,11,53,d56096
313598,313598,Sherry,Boyd,8172 Perry Islands Key,West Garyton,MD,+12025550124,2013-04-10,715-63-4431,2,6,bd1bd2
313599,313599,Mary,Thomas,9821 Ashley Rue Branch,West Garyton,MD,+12025550187,2012-03-17,469-80-6064,3,6,7d47f6
313600,313600,Justin,Allen,0907 Duncan Harbor Passage,West Garyton,MD,+12025550137,2011-10-02,472-20-1196,3,13,9f07bf
313601,313601,Sean,Clark,075 Kevin Camp Lights,West Garyton,MD,+12025550188,2003-08-23,685-30-5148,11,85,f773fa
313602,313602,Craig,Summers,192 Collins Club Island,West Garyton,MD,+12025550188,2013-05-11,321-52-3893,1,15,7eb837
313603,313603,Brenda,Martinez,72807 Laura Greens Lake,West Garyton,MD,+12025550188,2006-02-09,347-14-2605,9,87,d426b3
313604,313604,Angela,Burgess,468 Summers Ville Well,West Garyton,MD,+12025550188,2003-05-28,619-97-5707,11,115,b33c01
